gene,WD_t1_wt_VS_WD_t1_DKO_FC
Irak4,-1.1915608228305299
Fam167a,-2.41787458625808
Calr,-0.8475910899046379
Pde5a,1.01827106865305
Coro2a,-2.43919653968506
Plxnd1,-0.9060402512162329
Vldlr,1.05104846018383
Npc1,-1.28036565301343
Spsb4,-2.89613780912492
Cap2,1.28080097491885
Abtb2,0.946947689896832
Col5a2,-1.8360834760172
S100a4,-2.03811799602975
Bak1,-0.832820636047515
Ubtd1,-1.30350286778868
Rab17,2.43488582187685
Manf,-0.862740231203588
Tns3,-1.0134183072749101
Itpr3,-1.01077223000466
Gm21188,-1.9383421287641498
Mfsd7b,-1.40380831921182
Sipa1l2,-0.79916076653535
Dnase1l1,-1.7904701298434198
LOC100038947,-4.2313736533757
Gpsm2,1.79801762462847
Ms4a6b,-1.3148376928106398
Gbp8,2.48299294465295
Fam102b,-0.7430415096584879
Camk1d,-1.08699147273011
Fndc1,-0.9117946619041359
Gpc3,1.3608263939943501
Olr1,-4.74229569030141
Gja6,2.54613931591244
Vat1,-1.6906593802578602
Igkv3-2,-4.85787037185458
Aass,1.7057239503100499
Lilrb4a,-4.95457013383155
Blnk,-3.5653951415233203
Ncf2,-3.1999992010467007
Ecm2,1.5483717666295
B3gnt3,-1.56559237556874
Cd5l,-6.529572396713589
Vamp1,1.36620324546382
Plac9a,-1.80566275877278
Tmem144,-2.76938817389074
H2-D1,-1.41934200085655
Pqlc1,-1.31412030680608
Fam135a,0.9935505935940409
Vcam1,-3.19099793082756
Plac9b,-1.83982325702768
Cpeb4,-0.677675586718546
St6galnac4,-1.8066301576064399
Glmp,-0.9699806289001651
Stat3,-0.9730550898574192
Tfdp2,0.7169835048927641
Cstb,-1.5217470769383001
Unc5c,2.3874591027234904
Tpm4,-1.2289280267233702
Irf5,-2.8990757317862497
Tacc2,1.52738860562403
Mmp14,-2.1911527119346204
Adam10,-0.958274852780972
Slc4a10,1.5301070789404199
Rhog,-1.24837079815726
Asb5,2.25576355501065
Myof,-1.63481870596677
Baz1a,-1.2862681565602299
Nipa2,-0.817235381214532
Ifi205,-2.1546490473789497
Tnfaip3,-1.3186603364771399
Mylk,1.35822204555262
Inf2,-1.02636300108483
H2-T23,-1.2302070018332398
Slc11a1,-3.23591963400886
Ctps,-0.743063846102305
Il3ra,-1.66188412457852
Heg1,-0.8605299620631899
Cmklr1,-1.05585132330035
Nudt4,0.79116715420176
Scly,-1.34872455883221
Mocos,-1.2946458884546101
Atp6v0e,-0.6942772574949271
Rap1b,-0.895457687214805
Kcns3,1.2637937183564198
Plbd2,-0.684665465234369
Tfec,-3.64279238356881
Rab7b,-3.1307848358163195
Rara,-0.814723971376541
Wdr95,1.21406687954857
Dntt,6.510117558484679
Psap,-2.2602940966196603
Adam8,-5.570377417880679
Mir8114,-9.22716705303592
H2-Eb1,-2.00387197914842
Ctsc,-1.6740848083296698
Grrp1,-1.56861547627188
Csf1r,-1.8075027081834798
Fcgr2b,-3.0677619814924504
Fcrls,-2.53152241328472
Lrp12,-2.14259843320656
Arhgap22,-2.67289754165726
9930111J21Rik2,-2.08796201355896
Fam118a,0.824717138113975
H2-K1,-0.9673133367973029
Mcoln2,-3.89327044882909
Ctsd,-2.50091257345904
Cd52,-1.8895354190581297
Mpp6,-0.9309917676799481
Dse,-0.77418735254969
Baiap2,-1.7181855095740401
Spp1,-6.6130387835352895
Kcnn4,-1.8010622066839599
Cd47,-1.1260477775680902
Mmrn2,-0.80918162066947
Psen2,-1.14725090211189
Elmo1,-1.02454559765086
Camk4,1.45306017185423
Igfbp5,1.0855855111788701
Il10ra,-3.17390614083879
Was,-1.6558321417438502
Bcl3,-1.7128214863525502
Ell2,-0.7807004795687741
Chil1,-3.23156624970225
Apobr,-2.64237885519956
Gpr176,-4.06404056773943
Ift81,0.930561821615575
Armcx4,-0.9667745773594641
H2-DMb1,-1.6203630684585402
Zfp710,-1.03275023455138
Clip2,-0.751213754243593
Endou,2.4937702459609197
Nrbp2,0.7217056981201809
Fuca2,-2.10506453984179
Elk3,-0.7215262129470981
Batf,-2.6289953418960197
Lat2,-3.94997843115083
Bok,-1.2567757309577199
Runx2,-1.86360105264546
E430025E21Rik,-0.767655148840958
Rock1,1.04565968153339
Fgd3,-2.8121769599073194
Rbpms2,0.8787289185334409
Cfi,-4.59447182690653
Gpx1,-1.11248531083371
Arpc5,-1.3485009225287399
Fam49b,-0.93357534039296
Dll4,-0.9024168067206609
Tmed9,-0.7375002710276041
Fth1,-1.01066939093699
Lst1,-2.11858296846583
Slc7a8,-2.0365009575156297
Tlr8,-3.40545267329369
Lipg,-2.0244422479243402
Pdgfb,-1.32589864107854
Pla2g7,-1.3710978220802301
Fibin,1.5152405182733704
Bmpr1a,0.819358180291104
Pstpip1,-2.29692870684542
Nfatc1,-0.716436623412247
Rgl1,-1.0574861123495
Acat3,-1.88154759048895
Bcl2l11,-1.78510163125291
Tnfrsf26,-2.55750722780997
Sema5a,1.3830648695594498
Zc3h12a,-1.05863030809765
Ndp,2.76358724509421
Fgf1,1.30733978409756
Trbc1,4.67265947133464
Myh11,1.6839581091294598
Vstm4,1.0757855636854399
Cd200r4,-4.852317152912519
Actr3,-0.8896714947957809
Ccr1,-3.1435643767807995
Olfml1,0.9445917859897529
F10,-3.29687800435888
Bach1,-0.87132877576179
Ppp1cb,0.8582196102445501
Ltb4r1,-2.1846727573857
Pip5k1c,-0.808624138859362
Sirpa,-3.06037685019549
Frmd4a,-0.767275017789397
Acvr1b,-0.8790602317205559
Hexb,-1.97611550129367
Serpina3m,-4.90578316554521
Unc5d,1.80947854463061
Cd300ld5,-2.16838044902139
Galnt12,-1.9729751149810402
Nr2f2,0.802639944582205
Lepr,1.5560284855574098
Fam105a,-2.76125728393099
Aldh1b1,-2.59509927695008
Gda,-1.74121034241193
Stx1a,1.0968320088705799
Plaur,-2.12902724295747
Fam19a1,2.42423711906563
Ostf1,-0.7420602341513969
Spi1,-3.4368421991788596
Arap1,-0.928398820898485
Lancl3,1.6545686657888898
Il6ra,-1.46312336095904
Ntrk3,1.21117072226232
Rnh1,-1.16105236431851
3632451O06Rik,1.21874500520169
Khdrbs3,0.709411701530631
B4galt1,-0.8881350462858001
Serpina3g,-3.07789272440985
Bcl7a,0.7863214961509142
Wsb2,-0.971467330316593
Sema3a,1.38545512245878
Dennd2a,-0.901072297744128
Lgals9,-0.7673785756993822
Epha2,-1.10733521044356
Entpd4,-1.06156133008329
B3galnt2,0.844933692273821
Igf2bp2,-1.41354537616458
Il4ra,-2.16140463420379
Il10rb,-1.60975697579833
1700112E06Rik,-2.8925831510760895
Mthfsl,-1.2103114804284099
Fzd4,0.765353865397377
Oas2,-1.41843386330219
Ccl9,-2.78878669314516
Ppp1r12b,1.0340763537300401
Chmp4c,1.2297113987551498
Cyp2e1,-2.72943492445748
Rnpep,-0.7517458565525259
Usp12,-0.7540478419675921
Mfge8,-1.9000772607008098
Gfi1,4.04892600224803
Fkbp15,-0.829564010032938
Cd82,-1.26842872634626
Lair1,-3.9892290653146802
Cped1,1.5426518280236299
Fgf13,1.6619404403383202
Plpp2,-1.09052011678889
Evl,-2.26572180567254
Kbtbd13,1.6580261177978
Cxcl5,-3.12855670680615
Mlph,-1.6210683078930102
Bche,0.8463749102882171
Myh9,-0.9917102143978169
Npr3,1.0791677849715602
Smad9,1.1917788068761102
Timp1,-3.7517328039416005
Itm2a,1.0517670875631
Trim14,-1.7154555212599
Slc41a2,-1.37486092878856
H2-DMa,-1.51357956894702
Asah1,-1.14075811113673
Rftn2,1.1833574667325801
Stum,2.20727275803671
Tbc1d22a,-1.02151972591286
Rgs1,-3.47510422780307
Naip2,-2.4121977548498
Pdia6,-0.919631314472104
Osmr,-1.45847891628057
Trem2,-5.28888569449499
Arhgap32,0.7127273237473241
Sned1,-1.03693822634144
Ptafr,-2.65777580706662
Tpsb2,1.36750010650337
Diaph1,-0.8936199099086559
AA467197,-3.6087066935060297
Kcnj2,-1.6774956519762798
Eif1a,-0.760399727223672
Cdc42ep3,0.9960422975985681
Slc39a14,-0.787526212004562
Scimp,-3.1216709406439
Gm14461,-2.83851297184122
Aprt,-1.25318228207053
Ogn,1.64417781898123
Cttnbp2nl,-0.816841281811303
Spo11,7.27185190169027
Lima1,-0.798737554519107
F2rl1,-1.3634165970538201
Saa3,-5.11477231480998
Fam219a,-0.9948943388500109
Apoc1,1.7652335020282799
Ifi30,-2.38327339399964
Tmem176b,-1.6517051903305802
Cln5,-1.0521178299605
Angptl1,1.3934999442431102
Serpinb6b,-1.06374538074634
Lyn,-2.0741614707408
Osr1,1.2986888256051201
Plxnc1,-2.91840896545726
Esyt1,-0.761329209666486
Rasgrp2,1.17660541727143
Litaf,-2.4466874599010198
Htr2b,-4.31664029763417
Cxcr3,-2.09387269197293
Adamts7,-2.0611894085245903
Pcdhb9,-1.6849171106718899
Aff3,1.2152421667697
Cacna1c,0.848683931156455
Anxa1,-1.56994010671569
Kcnk6,-1.50581038138827
P2rx7,-1.50053076198655
Card19,-0.784665770260193
Junb,-1.7052368656834098
Il6,-6.372646296783251
Fuca1,-0.8101930175419759
Rgs16,-2.8074260361402597
Cd300ld,-2.80439459898175
Fam63a,-0.7371076409917819
Tmem8b,0.979296986975972
Sost,2.00483154918925
Nhlrc3,-1.1731834203273301
Fyb,-1.6261555365446299
Nod1,-0.7170458068354179
Sdc1,-2.25115373224299
Ms4a6c,-2.63658854310495
Pm20d2,1.23086119283735
Nfkbie,-1.46145151798337
Utrn,0.7312512003385071
Pik3cb,-1.09233654202078
Adamts4,-2.5502159095810297
Stard8,-0.71985294974328
Klhl23,1.1289694259490302
Setd6,0.8813413251776829
Map7d2,2.06331321429164
Gdf10,1.05229815097111
Tmem189,-1.51006511948398
Cd14,-2.95257213410284
Zeb2,-0.691664995916207
Aknad1,2.3424785341097403
Pira6,-3.8762953452476903
Taok3,-1.0735694566123999
Oit3,-2.35175004479309
Dgkb,1.7711703940019
C1qc,-3.46219158610932
Ccdc42,2.1855574738949497
Vwa5a,-0.743979061432912
Ptk7,-2.1751155593111298
Adam33,1.56248228942938
Col1a1,-1.50629581103259
Col4a3,1.80606937403473
Grb2,-1.12724816730713
Tmem26,-2.11218580898296
Plk2,-0.9045412018120942
Tep1,-0.711803523062736
Vav1,-2.30536455829699
Col8a1,-3.60137677441448
Slfn8,-1.44550634715994
Rcsd1,0.9916208554737399
Arhgdia,-0.798118384937414
Csprs,-1.86837131242056
Afap1l2,-0.7812823126361759
Abca8b,0.930350305685247
Dock2,-2.1444962862479198
Plcg2,-2.1487029172730203
Rap2b,-1.5108855867579498
Itpripl2,-0.9505527517722242
Ndst2,-0.735103391026848
Fam184b,2.7320413324234902
Slc17a9,-1.7429913862724298
Cd300lb,-4.549665111874769
Has1,-2.98033909773189
Csf3r,-2.61508960613621
Osm,-3.2338688995299303
Mgat5,-1.46168115468319
Gjb5,-3.6163787760619504
Serpinf1,1.13902187501189
Tmem51,-1.05988122290622
Fnip2,-2.31107287322088
Arid3a,-1.3256597159748997
Kcnip1,1.9951842349358702
Furin,-0.7966457212126279
F5,-2.38788724315053
Trim25,-1.4023097273161997
Lrch2,1.4527698448374502
Ly9,-3.12532301956001
Iqgap2,-1.65986701233435
Ttyh3,-1.17752438113444
Edem2,-0.9139879746726541
Snx8,-1.63391180517728
Apbb1ip,-1.5050092592373001
Fat4,0.918440152319163
Cd22,-3.14274758602101
Elf4,-0.6894333560854828
1810011H11Rik,-2.9231095059856402
Prex1,-1.95382061549912
Xk,1.6776498002994698
Hck,-3.26885799273172
Col4a4,1.59792070275823
2010300C02Rik,1.3537846400339197
Cerk,-1.5326128267049097
Mylk4,1.76211588227555
Abhd2,-0.9115654973295991
Ptgs2,-2.56065982513713
Arrb1,-0.862371672219853
Mpdz,0.7841317548216391
Camk2n1,0.916633613013602
Tns1,1.0090981443457399
Selplg,-2.08400183294158
Tcn2,-0.7937861723882159
Tpd52,-1.6334398677313102
Sgk1,-1.35505504200111
Lama2,1.2674782685896298
Hpn,-2.6136062648503198
Pla2g15,-1.6717283619813201
Mrvi1,1.2691435025064
Ap2s1,-0.6954302738693321
Cd300c2,-4.49402433698505
Mamdc2,-2.67289598484152
Tmem181b-ps,0.834009926497544
Gnpda1,-1.41175184738462
Efhd2,-1.74327710750112
Ctla2b,-1.27577100960079
Emp3,-1.16199056917996
Smarcd3,0.998946364492328
Gadd45a,-2.72863302983859
Rnf128,-5.78264566336321
C5ar1,-2.12465495860232
Ier5,-1.40549665519423
Nptx1,-2.7073855826952404
Cbx7,0.941684374059397
Plscr1,-1.41275487251016
AB124611,-3.69707167084539
Pou2f2,-3.15806259070931
Adar,-0.6675013762172011
Gjb4,-4.64157043464021
Cthrc1,-3.43175249267442
Bex1,-4.23242074171353
Lacc1,-1.65256923696346
Sfrp5,-2.10908738733013
Clec4e,-4.194016914939819
Ece1,-1.15212511822625
Kcnab1,1.79452388374897
Slc25a13,-2.9339648115403802
Kcnma1,1.2736952211612902
Lrrc25,-3.27302222929998
Cd300a,-2.9902892676239996
Itpr1,0.736324794886657
Piezo1,-1.29122384904457
Fam160a1,1.11194161535791
Lmod1,1.3817195325093201
Sntb1,1.0403840422505901
Mnda,-2.45381165138214
Zmynd15,-3.07391028502495
Pqlc2,-1.3699791389024198
Stk26,2.00691916220089
Myo1e,-1.84441784916814
Slc36a1,-1.4576735098092601
Gli1,1.79367617874838
Ngf,-2.6413823188260697
Dact3,1.52709789296674
Neu1,-1.17381992417796
Nos2,-2.15341654317521
Glcci1,1.6442008364019098
A530064D06Rik,-3.0138393125762404
Kcnd3,1.63866257756695
Sema6c,1.2440312041960702
Man1a,-1.042079979266
Slc38a4,1.6283542395608201
Atf3,-2.7593343133484103
Itga2,-1.9192688915598601
Wisp1,-1.4273831237284198
Spint1,-3.1223871570258304
Basp1,-3.09099429538332
Pkib,-3.4142462805603797
Cxcl1,-3.05515895079041
Cd68,-4.79261189794247
Fgl1,-3.4482260847329402
Casp4,-1.66726985591743
Gldn,1.76990033636102
Rnd1,-1.1995554234743402
Sox18,-0.99380632424354
Sh3bgrl3,-1.69305852672893
Rab31,-1.49920842776906
Sema3d,1.3156521104874
Ptpn1,-1.9524092286496002
Atox1,-0.703464287835933
Tnc,-1.37832147146775
Ddah1,-2.22244236941522
Smim1,0.8450001607115741
Tet1,1.88153396363123
Scarb1,-1.0377647667085699
Tbc1d14,-0.6915306111978111
Tmem254b,-1.49390465914582
Col12a1,-2.37911838709049
Hcar2,-1.60848177256605
Ifi204,-1.99378783842342
Ccl24,2.0269938141106
Emp1,-1.7896483582519702
Limch1,1.5637012374861001
Prr32,3.21549142793594
Cldn22,1.8092433618147798
Tifab,-2.4401684285575898
Fry,0.747945668739288
Cd53,-3.6159802050080097
Atp11a,-0.8350354364924779
Gns,-1.20716867477242
Slc15a4,-1.12117176632257
Ly86,-2.84344868054531
Clec7a,-4.80979820039558
Tmem176a,-2.0372920201595197
Ptk2b,-1.64028025743581
Lyz2,-4.3515681496889105
Itih4,-1.78505380480354
Thsd4,1.82853734690498
Igsf6,-2.9896801651947404
Mapk6,-1.16737571115011
Slc35f6,-1.38028514581671
Selp,-2.93565629369101
P4ha1,-0.7984738093520379
Ssc5d,-0.9804289503115501
B4galt6,-1.56250711252862
Uap1l1,-1.97490896539738
Sdf2l1,-2.7155835592352098
B4galnt1,-2.25146638071246
Ms4a7,-4.52048618171143
Atp6v0d2,-6.350255290731059
Tmem173,-1.71941580952149
Dnmt3a,-1.09818334743598
Gpr157,-1.20818583428667
Tnfsf8,-3.6096780333274503
Slc29a3,-1.85544473003445
Gna13,-0.728337244200595
Slc9a2,2.13261852303452
Rtn4rl2,-2.68653908341082
Ccr2,-2.11909907187903
Ncf1,-2.91619829676279
Snx20,-2.87711496177335
Slamf7,-5.1795128046567305
Rnf19b,-1.23182278627809
Enah,1.28549589007316
Lpcat2,-2.65682098828882
Csf2rb2,-4.6544770389443
Sparcl1,0.816471341202559
Pgs1,-0.825307916844687
Iqgap3,-1.70243140985921
Ptprd,0.890781244954015
Gpr137b-ps,-3.29970862835969
Plau,-2.71026020275915
Kcnab2,-2.12493013731592
Cd48,-2.3792153612548996
Man2b2,-1.10445749850377
Acod1,-3.8914923446280496
Card9,-2.3035806759169906
Atp6v0c,-1.46643688698405
Arhgef9,1.2164144371855
AI607873,-2.6938802928255496
Oas1a,-2.8024918908405096
Tnf,-2.28391147802694
Slc11a2,-0.6705522524797299
Themis,4.10923369535249
Npl,-2.9864842527965703
P4ha3,-4.43417039402343
Atp6v1c1,-1.0874989394894101
Arhgap19,-2.34661798960689
Crlf1,-3.0024370601701804
Perp,1.6749822389887499
Eif6,-0.686818533391532
Clta,-0.78048365451142
Cpz,1.24950870089743
Ccdc141,0.886693427511962
Cd83,-2.70674481008772
Prg4,-4.578542177793651
Atp6v1a,-1.09970471492103
Lif,-1.8702392318443102
Tec,-2.72782101217286
Dgka,0.835125106962188
BC029214,0.821778814282671
Myo7a,-2.1036179738111898
Acox3,-0.7233761031019821
Ar,1.00604171114173
Vill,-1.5491863818668299
3110043O21Rik,-1.03982562971516
Psip1,0.9060206718527479
Myo16,-2.42607933542928
Mfsd1,-1.22013540554827
Rcan2,1.55426429138906
Stxbp2,-0.9376566216177359
Pdgfd,0.959384206100975
Garem,1.21851436713421
Npy1r,1.3655116413951
Tbc1d2,-1.31905117330438
S1pr2,-1.11964989389219
Lrrc15,1.36449074800127
Arhgap30,-1.8434560859042701
Cfb,-1.31043470419545
Nrp2,-1.2685723900906298
Asap2,0.929494949399102
Shisa5,-1.1521777242588997
C77080,-2.50192470410912
Tbc1d9,-1.1810337955663501
Ptpro,-1.94601714935695
Tlr9,-2.85035888202209
Panx1,-1.46822501760544
H2-Aa,-1.9081489250583898
Glis3,-1.51516294955195
Steap3,-1.2452849554265502
Jak3,-0.9626916498751409
Cd84,-3.6183450982320804
Cfp,-2.13136260944322
Gng8,1.60188448947903
Rag1,6.13603460349339
Man1c1,-1.66163742691043
Trp53inp1,1.03765613492166
Abcg1,-4.1032063462148605
Astn2,1.6590184435238302
Gdpd1,-1.4291342525905502
Il13ra1,-1.44921138079082
Gja4,-1.26119978713693
Wfdc21,-3.80006525898829
Itgam,-3.2092468386203397
Cdkn1a,-1.41957041953972
Frrs1,-1.71760958126756
Tlr2,-2.00744789863886
Unc93b1,-2.25873735663831
Sdc3,-3.12817918553917
Ccl7,-3.62587228525896
Pygb,0.713659952588174
Nr1d1,1.44405132939252
Arhgap25,-2.7101953740104503
Metrnl,-1.9300196489879098
Klf12,1.18997098432736
Hs6st1,-0.9272549518049119
Gpr137b,-3.64425551632547
Crabp2,-4.969335218426941
Atp6v0e2,1.02372239969904
Frzb,-3.2452060743245204
Inpp5d,-2.6733505090090097
Tlr4,-0.950823627220511
Themis2,-2.12770181347163
Foxp2,1.25724996681804
Nfib,0.7550149331172851
Slc6a6,-1.11268179980341
Fbln2,-1.23395145622212
Dennd4b,-0.73804867985593
Vmn2r29,2.18938442742886
Stx3,-0.8569451366035459
Micall2,-1.1706744749795501
Abcc3,-4.630487305688799
Pcdh1,-0.95281964093353
C1qa,-3.28740315956586
Fam46c,-1.0752426794573
Scara3,-1.07901904392397
Slc24a3,0.8334655882902421
Srxn1,-0.806672527081498
H2-Ab1,-2.1407598037109596
Rgs10,-1.31508282683327
Mettl24,1.2867132722941799
Sema3g,-0.96692332572466
Rnf149,-2.42230037123684
Ccl2,-3.86784609936666
Gfra1,-2.22420880498855
Naga,-0.8722421134698499
Col10a1,-3.33053040569103
March1,-2.5856684243542203
Clcn7,-1.2639565453942099
Map4k2,0.6971212584970761
Fcgr3,-3.30163186163818
Rltpr,3.8470662383383503
Osbpl8,-1.5128785792283899
Dpp7,-1.00918823946484
Igf2r,-1.1896556904292699
Il1r2,-2.6193512660592497
Grip2,2.093987365821
Ptpn6,-2.18738686144866
Adam17,-0.9122567917085959
Slc16a5,2.8701768827745897
Rasa4,-1.44157310126715
Knop1,-0.7868776752974309
Plxdc1,-2.04094054040135
Acer3,-1.09120116034253
Vash1,-0.87786643284402
Ccdc148,-3.2935560998691202
Ubald1,-0.798384048590813
Zranb3,-1.60084737217025
Mtmr10,-0.930149760994629
Gm14548,-5.00074907003566
Myh10,1.17461406047224
Clec2d,-0.820106583210256
C1qtnf5,-1.45978119395953
Hexa,-1.9778429470123797
Zswim6,-0.963695755768365
Cd8a,4.44928732755909
Bmpr1b,1.70447033518437
Rbms3,1.0011396502005898
Cotl1,-3.65412789456771
Cd40,-1.7887451467695799
Ptpre,-2.52135712034353
Galnt10,-1.11445233847662
Gm6377,-3.0834131787811696
Pmaip1,-2.7587386100490296
Adgrg3,-2.47668050172375
Tmem206,-1.2304657361400702
D630003M21Rik,1.24432953239199
F3,1.3555565229686202
Emc8,0.700000545768985
Epha1,1.47568155383055
Anxa2,-0.756987099633047
Rag2,4.70554906026425
Pira2,-5.954923245075929
Sgcg,1.3787359556489398
Hhex,-1.14801168791364
Scn2a1,1.3154583372937299
Nr1h3,-0.834128136107199
Sdcbp,-1.31985226236262
Hsd17b11,-0.812366022804435
Aldh3b1,-2.46380768444031
Tmem154,-1.486564160559
Atp2b1,-0.999521757841366
Ctsa,-1.4984263034461103
Anpep,-2.5747735190852903
Ppic,-1.4349613391076201
Col19a1,2.37769866015161
Pcdhgc5,-1.2163625967775702
Serpina3n,-3.8242360141102303
Rassf4,-1.88987196808314
Fam83a,-1.4438466017031002
Upb1,1.9279948566516
Hpgds,-3.20010989193528
Col2a1,-6.58025046460173
Slc39a6,-0.8213836144396429
Sele,-4.12500691912545
Akr1c14,1.1847639897867601
Sptlc2,-1.0602806826520699
Fam198a,1.2954427698579398
Mterf1b,2.06791418301589
Dkk2,-1.67176281173791
Ppp1r12a,1.22671136491293
Ftl1,-2.67310119438745
Synpo2,1.7675128275972598
5031439G07Rik,-1.73451133667846
Hpse,-2.36160922618335
Atp6ap2,-0.9445432336117929
Slc25a30,-1.4412753633201398
Glt28d2,1.60912336043995
Rab4a,1.3889564064058502
Ear2,-1.6487371621170102
